image,ADI,BACK,LYM,STR,DEB,MUC,TUM,MUS,NORM
MUS-SWLQFESH,0,0,0,0,0,0,0,1,0
BACK-MMRIMTDV,0,1,0,0,0,0,0,0,0
MUC-TCMHIFNI,0,0,0,0,0,1,0,0,0
LYM-LQHISSTC,0,0,1,0,0,0,0,0,0
NORM-LGTFDLPQ,0,0,0,0,0,0,0,0,1
DEB-PAYDNEPK,0,0,0,0,1,0,0,0,0
TUM-VIIGKGSK,0,0,0,0,0,0,1,0,0
MUS-DQCEIFWL,0,0,0,0,0,0,0,1,0
STR-WYTFPLAG,0,0,0,1,0,0,0,0,0
ADI-NFPEEFPR,1,0,0,0,0,0,0,0,0
BACK-PATTPRNW,0,1,0,0,0,0,0,0,0
LYM-TLFSCSPC,0,0,1,0,0,0,0,0,0
TUM-HEWTDDEK,0,0,0,0,0,0,1,0,0
DEB-AMVVGPCW,0,0,0,0,1,0,0,0,0
MUC-YHRPMGGT,0,0,0,0,0,1,0,0,0
MUS-SEWSLQPA,0,0,0,0,0,0,0,1,0
NORM-ECFDDCFD,0,0,0,0,0,0,0,0,1
STR-LINQMRPQ,0,0,0,1,0,0,0,0,0
ADI-GNIPDQWT,1,0,0,0,0,0,0,0,0
BACK-LEFDTSDH,0,1,0,0,0,0,0,0,0
TUM-EPFCMSLV,0,0,0,0,0,0,1,0,0
LYM-YMFPVKKK,0,0,1,0,0,0,0,0,0
MUS-LFEYKWKH,0,0,0,0,0,0,0,1,0
DEB-SCKGIANL,0,0,0,0,1,0,0,0,0
MUC-RSFGTWES,0,0,0,0,0,1,0,0,0
NORM-NTEGICLN,0,0,0,0,0,0,0,0,1
STR-GARSNTVT,0,0,0,1,0,0,0,0,0
TUM-RSYLCVQS,0,0,0,0,0,0,1,0,0
ADI-IFYLPDPL,1,0,0,0,0,0,0,0,0
BACK-ARPVPFFD,0,1,0,0,0,0,0,0,0
LYM-SHDILHYW,0,0,1,0,0,0,0,0,0
MUS-AKMYANWS,0,0,0,0,0,0,0,1,0
DEB-EEGEHLMS,0,0,0,0,1,0,0,0,0
TUM-WEHPGANA,0,0,0,0,0,0,1,0,0
MUC-ESYRWTNL,0,0,0,0,0,1,0,0,0
STR-NMQIDCTK,0,0,0,1,0,0,0,0,0
MUS-KVPVCCDN,0,0,0,0,0,0,0,1,0
ADI-IFFHFMLD,1,0,0,0,0,0,0,0,0
LYM-AFWVAGKV,0,0,1,0,0,0,0,0,0
BACK-FDVCLCSY,0,1,0,0,0,0,0,0,0
NORM-CNADGHSF,0,0,0,0,0,0,0,0,1
DEB-LDKDYFRL,0,0,0,0,1,0,0,0,0
TUM-LVYPEATI,0,0,0,0,0,0,1,0,0
MUS-FNINRIPK,0,0,0,0,0,0,0,1,0
STR-GKPENQAN,0,0,0,1,0,0,0,0,0
LYM-ELYKCQSL,0,0,1,0,0,0,0,0,0
ADI-IKQPLMEN,1,0,0,0,0,0,0,0,0
TUM-RWRVCWDN,0,0,0,0,0,0,1,0,0
BACK-APYHCWDA,0,1,0,0,0,0,0,0,0
MUC-FMQHSSGI,0,0,0,0,0,1,0,0,0
DEB-CRPIECNQ,0,0,0,0,1,0,0,0,0
NORM-GQFVHISE,0,0,0,0,0,0,0,0,1
MUS-MVRCDEEH,0,0,0,0,0,0,0,1,0
TUM-NFLGSGEQ,0,0,0,0,0,0,1,0,0
LYM-DIGSCIRM,0,0,1,0,0,0,0,0,0
STR-SRSSPIMH,0,0,0,1,0,0,0,0,0
ADI-CDQEWDAN,1,0,0,0,0,0,0,0,0
DEB-KKRQCNWE,0,0,0,0,1,0,0,0,0
BACK-IKTSSCIP,0,1,0,0,0,0,0,0,0
MUS-PCSIKTGR,0,0,0,0,0,0,0,1,0
MUC-DRITETTR,0,0,0,0,0,1,0,0,0
NORM-TCQTKDES,0,0,0,0,0,0,0,0,1
TUM-PMMGEEGI,0,0,0,0,0,0,1,0,0
LYM-WCIGMSCG,0,0,1,0,0,0,0,0,0
STR-NRGRWDRI,0,0,0,1,0,0,0,0,0
DEB-VWQSMNDI,0,0,0,0,1,0,0,0,0
ADI-DGLYPNAN,1,0,0,0,0,0,0,0,0
MUS-MSWPYKQP,0,0,0,0,0,0,0,1,0
BACK-ERYTHMCK,0,1,0,0,0,0,0,0,0
TUM-GYYCRWDN,0,0,0,0,0,0,1,0,0
MUC-MQYFPNET,0,0,0,0,0,1,0,0,0
LYM-SDCNHRQW,0,0,1,0,0,0,0,0,0
NORM-YITCTTRL,0,0,0,0,0,0,0,0,1
MUS-VCFHMKQG,0,0,0,0,0,0,0,1,0
STR-RAQLSKTD,0,0,0,1,0,0,0,0,0
DEB-YNCNWHKQ,0,0,0,0,1,0,0,0,0
TUM-IISLHCRY,0,0,0,0,0,0,1,0,0
ADI-IPKIQMAR,1,0,0,0,0,0,0,0,0
BACK-CGAPTNPY,0,1,0,0,0,0,0,0,0
LYM-KYESNVFH,0,0,1,0,0,0,0,0,0
MUS-NLHCIGPC,0,0,0,0,0,0,0,1,0
MUC-ECYEFRRF,0,0,0,0,0,1,0,0,0
TUM-LVHYNRFI,0,0,0,0,0,0,1,0,0
DEB-VNNHGHPV,0,0,0,0,1,0,0,0,0
STR-MQFYAMMY,0,0,0,1,0,0,0,0,0
NORM-KPSCFHPR,0,0,0,0,0,0,0,0,1
ADI-RSPMPCSV,1,0,0,0,0,0,0,0,0
BACK-DPIIRFYW,0,1,0,0,0,0,0,0,0
MUS-GSMFCFTT,0,0,0,0,0,0,0,1,0
LYM-YEWMPQFC,0,0,1,0,0,0,0,0,0
TUM-WWCLNRAE,0,0,0,0,0,0,1,0,0
DEB-CALMDRFW,0,0,0,0,1,0,0,0,0
MUC-IMRFHHWP,0,0,0,0,0,1,0,0,0
STR-QKMTVAEA,0,0,0,1,0,0,0,0,0
ADI-SCGKCMID,1,0,0,0,0,0,0,0,0
BACK-KIMGAARC,0,1,0,0,0,0,0,0,0
MUS-AYYWAVEQ,0,0,0,0,0,0,0,1,0
NORM-YEQWFYCP,0,0,0,0,0,0,0,0,1
TUM-WGIGKRED,0,0,0,0,0,0,1,0,0
LYM-RTTPTWHW,0,0,1,0,0,0,0,0,0
DEB-LYFYWNHV,0,0,0,0,1,0,0,0,0
STR-YRPSCMLD,0,0,0,1,0,0,0,0,0
MUS-HSTSTSQE,0,0,0,0,0,0,0,1,0
TUM-VLGLMMAW,0,0,0,0,0,0,1,0,0
ADI-SHTYNRGI,1,0,0,0,0,0,0,0,0
BACK-FETQCKTA,0,1,0,0,0,0,0,0,0
MUC-KFHCTTNK,0,0,0,0,0,1,0,0,0
LYM-PCRWSLNK,0,0,1,0,0,0,0,0,0
NORM-TFCRMFVP,0,0,0,0,0,0,0,0,1
DEB-WAIHKIRP,0,0,0,0,1,0,0,0,0
TUM-FSEFCHSK,0,0,0,0,0,0,1,0,0
MUS-HISHDNWS,0,0,0,0,0,0,0,1,0
STR-YIQYCTMD,0,0,0,1,0,0,0,0,0
ADI-NIDGDWCL,1,0,0,0,0,0,0,0,0
BACK-CYYKGAEC,0,1,0,0,0,0,0,0,0
LYM-LCNCVGKS,0,0,1,0,0,0,0,0,0
MUC-SKGARFLI,0,0,0,0,0,1,0,0,0
TUM-DPDKHMHI,0,0,0,0,0,0,1,0,0
MUS-INMMYPYP,0,0,0,0,0,0,0,1,0
DEB-RANAPQTL,0,0,0,0,1,0,0,0,0
NORM-PNMLVNCP,0,0,0,0,0,0,0,0,1
STR-ADGIVVPD,0,0,0,1,0,0,0,0,0
ADI-EDENWRYG,1,0,0,0,0,0,0,0,0
BACK-NMPWFAAI,0,1,0,0,0,0,0,0,0
LYM-ITISDTDF,0,0,1,0,0,0,0,0,0
TUM-MSYCRQYI,0,0,0,0,0,0,1,0,0
MUS-SDMREHCF,0,0,0,0,0,0,0,1,0
DEB-LSKPNKPA,0,0,0,0,1,0,0,0,0
MUC-KFNYDAFL,0,0,0,0,0,1,0,0,0
NORM-GVEYQLSQ,0,0,0,0,0,0,0,0,1
TUM-HHVWNWEV,0,0,0,0,0,0,1,0,0
STR-KHDTFKTK,0,0,0,1,0,0,0,0,0
LYM-SSVPLNYC,0,0,1,0,0,0,0,0,0
MUS-SEEFLAMV,0,0,0,0,0,0,0,1,0
ADI-LQFHCKQK,1,0,0,0,0,0,0,0,0
BACK-KDPNCIRR,0,1,0,0,0,0,0,0,0
DEB-DTMSYINH,0,0,0,0,1,0,0,0,0
MUC-DEPMICGI,0,0,0,0,0,1,0,0,0
TUM-VQHNLFDG,0,0,0,0,0,0,1,0,0
MUS-GECTLHCL,0,0,0,0,0,0,0,1,0
LYM-MKYFICYC,0,0,1,0,0,0,0,0,0
NORM-VYNFSTQR,0,0,0,0,0,0,0,0,1
STR-GDSLPTKI,0,0,0,1,0,0,0,0,0
ADI-RYTYEEEF,1,0,0,0,0,0,0,0,0
BACK-GHLVQVHN,0,1,0,0,0,0,0,0,0
DEB-RGTSARIH,0,0,0,0,1,0,0,0,0
TUM-GIREYGYF,0,0,0,0,0,0,1,0,0
MUS-MLDQFWFG,0,0,0,0,0,0,0,1,0
LYM-FNRADFQI,0,0,1,0,0,0,0,0,0
MUC-DRTVTAIS,0,0,0,0,0,1,0,0,0
STR-MEWPTLHV,0,0,0,1,0,0,0,0,0
ADI-QGDDKADK,1,0,0,0,0,0,0,0,0
BACK-LTAFASKT,0,1,0,0,0,0,0,0,0
TUM-LPFTQSII,0,0,0,0,0,0,1,0,0
DEB-RFIDLKKP,0,0,0,0,1,0,0,0,0
NORM-GFMVDCLL,0,0,0,0,0,0,0,0,1
MUS-REVPEWVK,0,0,0,0,0,0,0,1,0
LYM-RDAIKDAI,0,0,1,0,0,0,0,0,0
TUM-WHMHNVSE,0,0,0,0,0,0,1,0,0
STR-GGYFYIGM,0,0,0,1,0,0,0,0,0
MUC-KWKGLTIK,0,0,0,0,0,1,0,0,0
ADI-KESQVSGP,1,0,0,0,0,0,0,0,0
BACK-AVAPDDTM,0,1,0,0,0,0,0,0,0
DEB-FDIIQDHS,0,0,0,0,1,0,0,0,0
MUS-KSLKKDWV,0,0,0,0,0,0,0,1,0
NORM-YDKPENNS,0,0,0,0,0,0,0,0,1
TUM-KQNSCLFP,0,0,0,0,0,0,1,0,0
LYM-LYNDEYLW,0,0,1,0,0,0,0,0,0
MUS-IFCQEQNL,0,0,0,0,0,0,0,1,0
STR-KSHVYQWF,0,0,0,1,0,0,0,0,0
DEB-RRQPMIEA,0,0,0,0,1,0,0,0,0
BACK-GHKHCPEW,0,1,0,0,0,0,0,0,0
ADI-PMESREAI,1,0,0,0,0,0,0,0,0
MUC-ETFFDCWV,0,0,0,0,0,1,0,0,0
TUM-GGSCRVET,0,0,0,0,0,0,1,0,0
LYM-MDTQTAPY,0,0,1,0,0,0,0,0,0
NORM-WHFLVCQE,0,0,0,0,0,0,0,0,1
MUS-PKLSSMCR,0,0,0,0,0,0,0,1,0
DEB-THAKCKKD,0,0,0,0,1,0,0,0,0
STR-WAHSGCVR,0,0,0,1,0,0,0,0,0
TUM-MVQKCLCA,0,0,0,0,0,0,1,0,0
BACK-KYKIWRTP,0,1,0,0,0,0,0,0,0
ADI-HVHECVCG,1,0,0,0,0,0,0,0,0
LYM-YANRHRTK,0,0,1,0,0,0,0,0,0
MUC-AVKCASIE,0,0,0,0,0,1,0,0,0
MUS-ANSAPLHQ,0,0,0,0,0,0,0,1,0
NORM-NGDTTQDA,0,0,0,0,0,0,0,0,1
TUM-MMMPVTLA,0,0,0,0,0,0,1,0,0
DEB-NAAQSSFC,0,0,0,0,1,0,0,0,0
STR-PEPDSRDA,0,0,0,1,0,0,0,0,0
BACK-CFRMLQTK,0,1,0,0,0,0,0,0,0
ADI-GCEMPAGG,1,0,0,0,0,0,0,0,0
MUS-PSSRSHID,0,0,0,0,0,0,0,1,0
LYM-AMCGQFTH,0,0,1,0,0,0,0,0,0
TUM-APSHFWPD,0,0,0,0,0,0,1,0,0
MUC-LSQNWKHN,0,0,0,0,0,1,0,0,0
DEB-HQVGDCCC,0,0,0,0,1,0,0,0,0
NORM-YVAHVNYR,0,0,0,0,0,0,0,0,1
STR-LAAVSIIA,0,0,0,1,0,0,0,0,0
MUS-NHKKGWQQ,0,0,0,0,0,0,0,1,0
BACK-GQREWSYE,0,1,0,0,0,0,0,0,0
ADI-IHYSFWMH,1,0,0,0,0,0,0,0,0
TUM-PDQWHFLI,0,0,0,0,0,0,1,0,0
LYM-FYHSKNED,0,0,1,0,0,0,0,0,0
DEB-TRHRYVKP,0,0,0,0,1,0,0,0,0
MUC-HKNLTNPG,0,0,0,0,0,1,0,0,0
MUS-LIELEYWF,0,0,0,0,0,0,0,1,0
TUM-NYEMSVRM,0,0,0,0,0,0,1,0,0
STR-SGGGQKYW,0,0,0,1,0,0,0,0,0
BACK-GIASYITL,0,1,0,0,0,0,0,0,0
ADI-IGPAQSQA,1,0,0,0,0,0,0,0,0
LYM-FPPMKDKF,0,0,1,0,0,0,0,0,0
NORM-HRCYHAAT,0,0,0,0,0,0,0,0,1
MUS-HVTSWVEK,0,0,0,0,0,0,0,1,0
DEB-WKKDCYGI,0,0,0,0,1,0,0,0,0
TUM-RRPKASKG,0,0,0,0,0,0,1,0,0
MUC-LALFTPCH,0,0,0,0,0,1,0,0,0
STR-LYRFAMPI,0,0,0,1,0,0,0,0,0
LYM-FIQLSAKW,0,0,1,0,0,0,0,0,0
BACK-LPYDFCWF,0,1,0,0,0,0,0,0,0
ADI-GVTLMNFQ,1,0,0,0,0,0,0,0,0
MUS-ILWPDLAA,0,0,0,0,0,0,0,1,0
TUM-HALFNYDC,0,0,0,0,0,0,1,0,0
NORM-EFKCAKRF,0,0,0,0,0,0,0,0,1
DEB-WHEKHIEK,0,0,0,0,1,0,0,0,0
LYM-HQHTYVAK,0,0,1,0,0,0,0,0,0
STR-MLRQFALN,0,0,0,1,0,0,0,0,0
BACK-GNFDCKHE,0,1,0,0,0,0,0,0,0
ADI-QMHWGPIQ,1,0,0,0,0,0,0,0,0
MUS-KRDCKFVF,0,0,0,0,0,0,0,1,0
TUM-QHHRAGHR,0,0,0,0,0,0,1,0,0
MUC-EEAHMTIM,0,0,0,0,0,1,0,0,0
DEB-PLRQWCQA,0,0,0,0,1,0,0,0,0
NORM-MRVMNYCH,0,0,0,0,0,0,0,0,1
LYM-NNRSEIPK,0,0,1,0,0,0,0,0,0
MUS-NMNHCVNP,0,0,0,0,0,0,0,1,0
TUM-AMCRFVKE,0,0,0,0,0,0,1,0,0
STR-DLTMWMFI,0,0,0,1,0,0,0,0,0
BACK-FGMPNFCK,0,1,0,0,0,0,0,0,0
ADI-NCDFESLC,1,0,0,0,0,0,0,0,0
DEB-LIERHIGK,0,0,0,0,1,0,0,0,0
MUC-QDWVALWE,0,0,0,0,0,1,0,0,0
TUM-AETSIWFH,0,0,0,0,0,0,1,0,0
MUS-ILEQLARQ,0,0,0,0,0,0,0,1,0
LYM-YYMYGWMQ,0,0,1,0,0,0,0,0,0
NORM-FMHYPVCH,0,0,0,0,0,0,0,0,1
STR-EVLIQCHE,0,0,0,1,0,0,0,0,0
BACK-NDSEVLCW,0,1,0,0,0,0,0,0,0
ADI-QNVDVWLY,1,0,0,0,0,0,0,0,0
DEB-VESISTIG,0,0,0,0,1,0,0,0,0
TUM-VAHMENIK,0,0,0,0,0,0,1,0,0
MUS-AGENAWDW,0,0,0,0,0,0,0,1,0
MUC-ANACQFLV,0,0,0,0,0,1,0,0,0
LYM-QTKLPTME,0,0,1,0,0,0,0,0,0
NORM-QASWANEH,0,0,0,0,0,0,0,0,1
BACK-PCTMPTCY,0,1,0,0,0,0,0,0,0
STR-WMHDHGST,0,0,0,1,0,0,0,0,0
TUM-QEQNSYFV,0,0,0,0,0,0,1,0,0
ADI-IDYATSQT,1,0,0,0,0,0,0,0,0
DEB-QYDCDFLR,0,0,0,0,1,0,0,0,0
MUS-QKTKCAHI,0,0,0,0,0,0,0,1,0
LYM-TMKSDAER,0,0,1,0,0,0,0,0,0
MUC-IQGRNLEM,0,0,0,0,0,1,0,0,0
TUM-WIDEQHSA,0,0,0,0,0,0,1,0,0
MUS-NEKYKQPC,0,0,0,0,0,0,0,1,0
BACK-FRCCDWPS,0,1,0,0,0,0,0,0,0
STR-KIPSEHIT,0,0,0,1,0,0,0,0,0
DEB-GGTENCAP,0,0,0,0,1,0,0,0,0
ADI-QWDRLEWY,1,0,0,0,0,0,0,0,0
NORM-WMMSKPGR,0,0,0,0,0,0,0,0,1
LYM-YCCGYHVN,0,0,1,0,0,0,0,0,0
TUM-ITVRPQNM,0,0,0,0,0,0,1,0,0
MUS-TAHVLGED,0,0,0,0,0,0,0,1,0
MUC-TEVYVWDH,0,0,0,0,0,1,0,0,0
DEB-CDCFAMIR,0,0,0,0,1,0,0,0,0
BACK-KLIKSQFQ,0,1,0,0,0,0,0,0,0
STR-GQEWKQFR,0,0,0,1,0,0,0,0,0
ADI-HNKVRKVW,1,0,0,0,0,0,0,0,0
TUM-MADMFIME,0,0,0,0,0,0,1,0,0
LYM-CHFFTQHQ,0,0,1,0,0,0,0,0,0
NORM-WRYSHMEW,0,0,0,0,0,0,0,0,1
MUS-FRVAQTCP,0,0,0,0,0,0,0,1,0
DEB-DCMWTNCN,0,0,0,0,1,0,0,0,0
BACK-IESKAWYA,0,1,0,0,0,0,0,0,0
TUM-AMFVDWHF,0,0,0,0,0,0,1,0,0
STR-DHARNPMG,0,0,0,1,0,0,0,0,0
ADI-GGQHHMIA,1,0,0,0,0,0,0,0,0
MUC-MMPLPCPD,0,0,0,0,0,1,0,0,0
LYM-AWNQGNPK,0,0,1,0,0,0,0,0,0
MUS-ENHPLEHM,0,0,0,0,0,0,0,1,0
NORM-FPDCNHFY,0,0,0,0,0,0,0,0,1
TUM-QQYNCENG,0,0,0,0,0,0,1,0,0
DEB-QLMPENCC,0,0,0,0,1,0,0,0,0
BACK-LHYSGEPK,0,1,0,0,0,0,0,0,0
STR-PSPMMPWK,0,0,0,1,0,0,0,0,0
MUS-RWPPHGLQ,0,0,0,0,0,0,0,1,0
ADI-DCLREIGK,1,0,0,0,0,0,0,0,0
LYM-YAAENANH,0,0,1,0,0,0,0,0,0
MUC-LDHIIGTW,0,0,0,0,0,1,0,0,0
TUM-KTANGIDW,0,0,0,0,0,0,1,0,0
DEB-YFILYTNL,0,0,0,0,1,0,0,0,0
NORM-DNFHLHEY,0,0,0,0,0,0,0,0,1
MUS-QWQNVGPT,0,0,0,0,0,0,0,1,0
BACK-GMHELEPN,0,1,0,0,0,0,0,0,0
LYM-HYAPENVQ,0,0,1,0,0,0,0,0,0
STR-FYHKMPDT,0,0,0,1,0,0,0,0,0
ADI-RLYHAYIV,1,0,0,0,0,0,0,0,0
TUM-MAEQSSVP,0,0,0,0,0,0,1,0,0
MUC-SSSPACFC,0,0,0,0,0,1,0,0,0
DEB-GKDNSCHA,0,0,0,0,1,0,0,0,0
MUS-HSWQSACE,0,0,0,0,0,0,0,1,0
LYM-DLQLNRKS,0,0,1,0,0,0,0,0,0
TUM-YCCLKFRI,0,0,0,0,0,0,1,0,0
BACK-AMHFGRLF,0,1,0,0,0,0,0,0,0
NORM-QKMHHCNY,0,0,0,0,0,0,0,0,1
STR-MMPVVKNF,0,0,0,1,0,0,0,0,0
ADI-AKMIVLGL,1,0,0,0,0,0,0,0,0
MUS-HRNNPGKW,0,0,0,0,0,0,0,1,0
DEB-CNIPAYLG,0,0,0,0,1,0,0,0,0
TUM-KLSRMDFP,0,0,0,0,0,0,1,0,0
MUC-NALHYEAC,0,0,0,0,0,1,0,0,0
LYM-LSHPCYPP,0,0,1,0,0,0,0,0,0
BACK-DNCSGLMG,0,1,0,0,0,0,0,0,0
STR-HVGYEPWT,0,0,0,1,0,0,0,0,0
ADI-PEQDFLTQ,1,0,0,0,0,0,0,0,0
MUS-FEHVTPWL,0,0,0,0,0,0,0,1,0
NORM-YGAIPVLP,0,0,0,0,0,0,0,0,1
TUM-PVMICVLK,0,0,0,0,0,0,1,0,0
DEB-RTTFSVIF,0,0,0,0,1,0,0,0,0
LYM-HNMPNRNM,0,0,1,0,0,0,0,0,0
MUC-PGGNHYVR,0,0,0,0,0,1,0,0,0
MUS-FPSEWAWK,0,0,0,0,0,0,0,1,0
BACK-FPRDMQCH,0,1,0,0,0,0,0,0,0
STR-EAEHCMCH,0,0,0,1,0,0,0,0,0
ADI-QMIRLTVQ,1,0,0,0,0,0,0,0,0
TUM-IYYGPHLF,0,0,0,0,0,0,1,0,0
DEB-PPEGQSQS,0,0,0,0,1,0,0,0,0
NORM-EMFLEACC,0,0,0,0,0,0,0,0,1
LYM-PECQWQEN,0,0,1,0,0,0,0,0,0
MUS-MFMHQMDF,0,0,0,0,0,0,0,1,0
TUM-HSAMPAPN,0,0,0,0,0,0,1,0,0
BACK-HTNMQALV,0,1,0,0,0,0,0,0,0
STR-NGGYFTPC,0,0,0,1,0,0,0,0,0
ADI-QHACCAQI,1,0,0,0,0,0,0,0,0
MUC-MWADCMSC,0,0,0,0,0,1,0,0,0
DEB-VCHGKDSN,0,0,0,0,1,0,0,0,0
MUS-CPRMTESE,0,0,0,0,0,0,0,1,0
LYM-MYIIHPLL,0,0,1,0,0,0,0,0,0
TUM-ASNVIWCG,0,0,0,0,0,0,1,0,0
NORM-NDAMYVLC,0,0,0,0,0,0,0,0,1
BACK-NQAFIIMW,0,1,0,0,0,0,0,0,0
STR-QMPQALYE,0,0,0,1,0,0,0,0,0
ADI-NDIKQQDQ,1,0,0,0,0,0,0,0,0
DEB-CKRWSKMQ,0,0,0,0,1,0,0,0,0
MUS-CCMTAHMI,0,0,0,0,0,0,0,1,0
TUM-SGAKGEHF,0,0,0,0,0,0,1,0,0
MUC-WEAHFDSL,0,0,0,0,0,1,0,0,0
LYM-SVFPAGRC,0,0,1,0,0,0,0,0,0
NORM-MWEDAYLM,0,0,0,0,0,0,0,0,1
BACK-EVEACYVW,0,1,0,0,0,0,0,0,0
MUS-FRPFYCRG,0,0,0,0,0,0,0,1,0
TUM-NFQPQNNY,0,0,0,0,0,0,1,0,0
STR-NSMWFFEE,0,0,0,1,0,0,0,0,0
ADI-FTHMTGPE,1,0,0,0,0,0,0,0,0
DEB-IYHAFGMV,0,0,0,0,1,0,0,0,0
LYM-RQMDMSYV,0,0,1,0,0,0,0,0,0
MUC-HPLTMRRD,0,0,0,0,0,1,0,0,0
TUM-NQHRCTKR,0,0,0,0,0,0,1,0,0
MUS-FHKWHCKG,0,0,0,0,0,0,0,1,0
BACK-FHSVNQLQ,0,1,0,0,0,0,0,0,0
DEB-CVAETRMC,0,0,0,0,1,0,0,0,0
NORM-PTQCNGLC,0,0,0,0,0,0,0,0,1
STR-VWCDPWAA,0,0,0,1,0,0,0,0,0
ADI-LECADVEI,1,0,0,0,0,0,0,0,0
LYM-SMWRMYDV,0,0,1,0,0,0,0,0,0
TUM-NNGSQIPS,0,0,0,0,0,0,1,0,0
MUS-CKWTGVKK,0,0,0,0,0,0,0,1,0
MUC-RKKNDTFC,0,0,0,0,0,1,0,0,0
DEB-KIACFPIG,0,0,0,0,1,0,0,0,0
BACK-IKCWGMQP,0,1,0,0,0,0,0,0,0
STR-TDYRYVGC,0,0,0,1,0,0,0,0,0
ADI-PFLFMHFQ,1,0,0,0,0,0,0,0,0
LYM-PRKRVHCQ,0,0,1,0,0,0,0,0,0
TUM-CQNLVTYF,0,0,0,0,0,0,1,0,0
NORM-SVHKGSDK,0,0,0,0,0,0,0,0,1
MUS-CTVRNNGH,0,0,0,0,0,0,0,1,0
MUC-KVDLRYCG,0,0,0,0,0,1,0,0,0
DEB-SRWPYAPV,0,0,0,0,1,0,0,0,0
BACK-EHHVPPQQ,0,1,0,0,0,0,0,0,0
TUM-YCSQGNVD,0,0,0,0,0,0,1,0,0
LYM-PCPGKNGL,0,0,1,0,0,0,0,0,0
STR-KRCQHTGH,0,0,0,1,0,0,0,0,0
MUS-LIDTWNYY,0,0,0,0,0,0,0,1,0
ADI-FMCPPAAT,1,0,0,0,0,0,0,0,0
NORM-DYINKAGA,0,0,0,0,0,0,0,0,1
TUM-MNAQGCPK,0,0,0,0,0,0,1,0,0
DEB-AATMEAHD,0,0,0,0,1,0,0,0,0
MUS-MSLSCWRL,0,0,0,0,0,0,0,1,0
BACK-MQHMWCWN,0,1,0,0,0,0,0,0,0
LYM-RQKRWYDL,0,0,1,0,0,0,0,0,0
STR-PKHQSCEN,0,0,0,1,0,0,0,0,0
ADI-DCYIILWI,1,0,0,0,0,0,0,0,0
MUC-IAIWPSYS,0,0,0,0,0,1,0,0,0
TUM-HRKFRFEH,0,0,0,0,0,0,1,0,0
NORM-DHIVWCTS,0,0,0,0,0,0,0,0,1
DEB-ISKYFTME,0,0,0,0,1,0,0,0,0
MUS-NYINSAQH,0,0,0,0,0,0,0,1,0
LYM-TWDDQTGF,0,0,1,0,0,0,0,0,0
BACK-EVDKRYVM,0,1,0,0,0,0,0,0,0
STR-QYILTTIP,0,0,0,1,0,0,0,0,0
ADI-NFITDFLI,1,0,0,0,0,0,0,0,0
TUM-KYIDRDVH,0,0,0,0,0,0,1,0,0
MUC-DMDWLSAW,0,0,0,0,0,1,0,0,0
MUS-KYMNFNTR,0,0,0,0,0,0,0,1,0
DEB-PHDVINNG,0,0,0,0,1,0,0,0,0
LYM-LAFPKQIH,0,0,1,0,0,0,0,0,0
NORM-LCHIDWPF,0,0,0,0,0,0,0,0,1
TUM-AADGLYCK,0,0,0,0,0,0,1,0,0
BACK-GNALAEAT,0,1,0,0,0,0,0,0,0
STR-CTRHYYGT,0,0,0,1,0,0,0,0,0
ADI-CCGHNHFL,1,0,0,0,0,0,0,0,0
MUS-VKMNVGAR,0,0,0,0,0,0,0,1,0
MUC-KSPFLPTE,0,0,0,0,0,1,0,0,0
DEB-DSHSAEMG,0,0,0,0,1,0,0,0,0
TUM-MRAQAIFK,0,0,0,0,0,0,1,0,0
LYM-FKNHHLTG,0,0,1,0,0,0,0,0,0
BACK-DVWDHCMM,0,1,0,0,0,0,0,0,0
MUS-LYCEGDHS,0,0,0,0,0,0,0,1,0
NORM-QAHNNQMC,0,0,0,0,0,0,0,0,1
STR-ATKWMEIN,0,0,0,1,0,0,0,0,0
ADI-KVTQFGVR,1,0,0,0,0,0,0,0,0
TUM-ECVQPADH,0,0,0,0,0,0,1,0,0
DEB-FIMQNGPM,0,0,0,0,1,0,0,0,0
LYM-TWCKFVLS,0,0,1,0,0,0,0,0,0
MUC-VACWPKAP,0,0,0,0,0,1,0,0,0
MUS-LYNHRMWL,0,0,0,0,0,0,0,1,0
BACK-HDGYGDGP,0,1,0,0,0,0,0,0,0
ADI-QEIQKWWQ,1,0,0,0,0,0,0,0,0
STR-WHVMMVDT,0,0,0,1,0,0,0,0,0
TUM-EVRVKIEY,0,0,0,0,0,0,1,0,0
NORM-QLDNSHTE,0,0,0,0,0,0,0,0,1
DEB-YERPRHTA,0,0,0,0,1,0,0,0,0
LYM-KFILNLNA,0,0,1,0,0,0,0,0,0
MUS-PRTNPCRY,0,0,0,0,0,0,0,1,0
MUC-HPPTMRQN,0,0,0,0,0,1,0,0,0
TUM-TNYQDYDK,0,0,0,0,0,0,1,0,0
BACK-GCPGGQKG,0,1,0,0,0,0,0,0,0
ADI-KRHGKYLP,1,0,0,0,0,0,0,0,0
STR-LLGASGTH,0,0,0,1,0,0,0,0,0
DEB-MALSGYPF,0,0,0,0,1,0,0,0,0
MUS-GLDRALLQ,0,0,0,0,0,0,0,1,0
LYM-MEPKIYKD,0,0,1,0,0,0,0,0,0
NORM-ELPYEERG,0,0,0,0,0,0,0,0,1
TUM-YWWTFHCE,0,0,0,0,0,0,1,0,0
BACK-NQEICRER,0,1,0,0,0,0,0,0,0
